instant,dteday,season,yr,mnth,hr,weekday,daystatus,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,level_pengguna
9123,2012-01-21,Spring,2012,Januari,0,Sabtu,Holiday,light snow,0.16,0.1515,0.64,0.2239,0,24,24,Low
9124,2012-01-21,Spring,2012,Januari,1,Sabtu,Holiday,heavy rain,0.14,0.1364,0.86,0.194,1,22,23,Low
9125,2012-01-21,Spring,2012,Januari,2,Sabtu,Holiday,light snow,0.14,0.2121,0.86,0.0,1,25,26,Low
9126,2012-01-21,Spring,2012,Januari,3,Sabtu,Holiday,light snow,0.14,0.1818,0.93,0.0896,0,13,13,Low
9127,2012-01-21,Spring,2012,Januari,4,Sabtu,Holiday,light snow,0.16,0.197,0.86,0.0896,0,1,1,Low
9128,2012-01-21,Spring,2012,Januari,5,Sabtu,Holiday,light snow,0.16,0.1818,0.86,0.1045,0,2,2,Low
9129,2012-01-21,Spring,2012,Januari,6,Sabtu,Holiday,light snow,0.16,0.1667,0.93,0.1642,0,1,1,Low
9130,2012-01-21,Spring,2012,Januari,7,Sabtu,Holiday,light snow,0.16,0.1667,0.93,0.1642,3,10,13,Low
9131,2012-01-21,Spring,2012,Januari,8,Sabtu,Holiday,mist,0.16,0.1515,0.93,0.2537,3,22,25,Low
9132,2012-01-21,Spring,2012,Januari,9,Sabtu,Holiday,mist,0.16,0.1515,0.93,0.2537,2,40,42,Middle
9133,2012-01-21,Spring,2012,Januari,10,Sabtu,Holiday,light snow,0.16,0.1515,0.93,0.2537,0,45,45,Middle
9134,2012-01-21,Spring,2012,Januari,11,Sabtu,Holiday,mist,0.18,0.2121,0.86,0.1045,1,62,63,Middle
9135,2012-01-21,Spring,2012,Januari,12,Sabtu,Holiday,mist,0.2,0.2121,0.8,0.1642,5,62,67,Middle
9136,2012-01-21,Spring,2012,Januari,13,Sabtu,Holiday,mist,0.2,0.197,0.8,0.2537,10,66,76,Middle
9137,2012-01-21,Spring,2012,Januari,14,Sabtu,Holiday,light snow,0.2,0.197,0.8,0.194,6,89,95,Middle
9138,2012-01-21,Spring,2012,Januari,15,Sabtu,Holiday,light snow,0.2,0.197,0.8,0.194,6,113,119,Middle
9139,2012-01-21,Spring,2012,Januari,16,Sabtu,Holiday,mist,0.2,0.1818,0.8,0.2985,5,113,118,Middle
9140,2012-01-21,Spring,2012,Januari,17,Sabtu,Holiday,mist,0.2,0.1818,0.8,0.3881,7,99,106,Middle
9141,2012-01-21,Spring,2012,Januari,18,Sabtu,Holiday,mist,0.2,0.1818,0.75,0.3881,3,107,110,Middle
9142,2012-01-21,Spring,2012,Januari,19,Sabtu,Holiday,mist,0.18,0.1515,0.8,0.3881,0,85,85,Middle
9143,2012-01-21,Spring,2012,Januari,20,Sabtu,Holiday,mist,0.18,0.1667,0.8,0.2985,5,62,67,Middle
9144,2012-01-21,Spring,2012,Januari,21,Sabtu,Holiday,clear,0.18,0.1515,0.74,0.3284,5,64,69,Middle
9145,2012-01-21,Spring,2012,Januari,22,Sabtu,Holiday,mist,0.18,0.1667,0.74,0.2985,3,56,59,Middle
9146,2012-01-21,Spring,2012,Januari,23,Sabtu,Holiday,mist,0.16,0.1515,0.8,0.2537,1,51,52,Middle
9147,2012-01-22,Spring,2012,Januari,0,Minggu,Holiday,clear,0.16,0.1364,0.8,0.2985,1,51,52,Middle
9148,2012-01-22,Spring,2012,Januari,1,Minggu,Holiday,mist,0.18,0.1667,0.74,0.2985,1,49,50,Middle
9149,2012-01-22,Spring,2012,Januari,2,Minggu,Holiday,mist,0.18,0.1667,0.74,0.2836,1,46,47,Middle
9150,2012-01-22,Spring,2012,Januari,3,Minggu,Holiday,mist,0.18,0.1667,0.69,0.2836,1,20,21,Low
9151,2012-01-22,Spring,2012,Januari,4,Minggu,Holiday,light snow,0.16,0.1364,0.8,0.2836,1,1,2,Low
9152,2012-01-22,Spring,2012,Januari,5,Minggu,Holiday,light snow,0.16,0.1515,0.74,0.2239,1,2,3,Low
9153,2012-01-22,Spring,2012,Januari,6,Minggu,Holiday,mist,0.16,0.1515,0.74,0.2239,0,4,4,Low
9154,2012-01-22,Spring,2012,Januari,7,Minggu,Holiday,mist,0.16,0.1515,0.74,0.2239,2,11,13,Low
9155,2012-01-22,Spring,2012,Januari,8,Minggu,Holiday,mist,0.16,0.1515,0.74,0.2239,3,29,32,Low
9156,2012-01-22,Spring,2012,Januari,9,Minggu,Holiday,mist,0.16,0.1515,0.74,0.2239,9,54,63,Middle
9157,2012-01-22,Spring,2012,Januari,10,Minggu,Holiday,mist,0.16,0.1364,0.74,0.2836,9,120,129,Middle
9158,2012-01-22,Spring,2012,Januari,11,Minggu,Holiday,light snow,0.16,0.1515,0.8,0.2537,18,115,133,Middle
9159,2012-01-22,Spring,2012,Januari,12,Minggu,Holiday,mist,0.16,0.1515,0.8,0.2239,24,161,185,Middle
9160,2012-01-22,Spring,2012,Januari,13,Minggu,Holiday,mist,0.16,0.1818,0.8,0.1343,24,175,199,Middle
9161,2012-01-22,Spring,2012,Januari,14,Minggu,Holiday,mist,0.16,0.1667,0.8,0.1642,19,163,182,Middle
9162,2012-01-22,Spring,2012,Januari,15,Minggu,Holiday,mist,0.16,0.1515,0.8,0.194,27,149,176,Middle
9163,2012-01-22,Spring,2012,Januari,16,Minggu,Holiday,mist,0.16,0.1515,0.8,0.194,12,143,155,Middle
9164,2012-01-22,Spring,2012,Januari,17,Minggu,Holiday,mist,0.16,0.1818,0.8,0.1045,8,100,108,Middle
9165,2012-01-22,Spring,2012,Januari,18,Minggu,Holiday,light snow,0.16,0.1818,0.86,0.1045,11,110,121,Middle
9166,2012-01-22,Spring,2012,Januari,19,Minggu,Holiday,light snow,0.16,0.1818,0.86,0.1045,9,80,89,Middle
9167,2012-01-22,Spring,2012,Januari,20,Minggu,Holiday,light snow,0.16,0.1667,0.86,0.1642,5,69,74,Middle
9168,2012-01-22,Spring,2012,Januari,21,Minggu,Holiday,light snow,0.16,0.1818,0.86,0.1045,8,36,44,Middle
9169,2012-01-22,Spring,2012,Januari,22,Minggu,Holiday,mist,0.16,0.197,0.93,0.0896,0,58,58,Middle
9170,2012-01-22,Spring,2012,Januari,23,Minggu,Holiday,mist,0.16,0.1818,0.93,0.1045,2,35,37,Low
9171,2012-01-23,Spring,2012,Januari,0,Senin,Workingday,mist,0.18,0.2424,0.86,0.0,2,17,19,Low
9172,2012-01-23,Spring,2012,Januari,1,Senin,Workingday,mist,0.18,0.2121,0.86,0.1045,0,4,4,Low
9173,2012-01-23,Spring,2012,Januari,2,Senin,Workingday,mist,0.18,0.2121,0.86,0.1045,0,2,2,Low
9174,2012-01-23,Spring,2012,Januari,3,Senin,Workingday,mist,0.18,0.2424,0.86,0.0,0,1,1,Low
9175,2012-01-23,Spring,2012,Januari,4,Senin,Workingday,mist,0.2,0.2576,0.8,0.0,0,1,1,Low
9176,2012-01-23,Spring,2012,Januari,5,Senin,Workingday,mist,0.2,0.2576,0.86,0.0,0,19,19,Low
9177,2012-01-23,Spring,2012,Januari,6,Senin,Workingday,mist,0.2,0.2576,0.86,0.0,6,36,42,Middle
9178,2012-01-23,Spring,2012,Januari,7,Senin,Workingday,light snow,0.2,0.2576,0.86,0.0,8,114,122,Middle
9179,2012-01-23,Spring,2012,Januari,8,Senin,Workingday,light snow,0.2,0.2121,0.86,0.1343,5,267,272,Middle
9180,2012-01-23,Spring,2012,Januari,9,Senin,Workingday,mist,0.2,0.2273,0.86,0.0896,13,198,211,Middle
9181,2012-01-23,Spring,2012,Januari,10,Senin,Workingday,mist,0.2,0.2576,0.93,0.0,10,139,149,Middle
9182,2012-01-23,Spring,2012,Januari,11,Senin,Workingday,mist,0.2,0.2273,0.93,0.0896,5,57,62,Middle
9183,2012-01-23,Spring,2012,Januari,12,Senin,Workingday,mist,0.22,0.2727,0.93,0.0,10,52,62,Middle
9184,2012-01-23,Spring,2012,Januari,13,Senin,Workingday,light snow,0.22,0.2576,0.93,0.0896,5,32,37,Low
9185,2012-01-23,Spring,2012,Januari,14,Senin,Workingday,light snow,0.22,0.2273,0.93,0.194,13,48,61,Middle
9186,2012-01-23,Spring,2012,Januari,15,Senin,Workingday,mist,0.22,0.2121,1.0,0.2239,10,64,74,Middle
9187,2012-01-23,Spring,2012,Januari,16,Senin,Workingday,mist,0.24,0.2424,0.93,0.1642,14,108,122,Middle
9188,2012-01-23,Spring,2012,Januari,17,Senin,Workingday,mist,0.24,0.2576,0.96,0.1045,6,270,276,Middle
9189,2012-01-23,Spring,2012,Januari,18,Senin,Workingday,mist,0.24,0.2424,0.93,0.1343,7,275,282,High
9190,2012-01-23,Spring,2012,Januari,19,Senin,Workingday,mist,0.26,0.2576,0.93,0.1642,9,211,220,Middle
9191,2012-01-23,Spring,2012,Januari,20,Senin,Workingday,mist,0.26,0.2576,1.0,0.1642,8,161,169,Middle
9192,2012-01-23,Spring,2012,Januari,21,Senin,Workingday,mist,0.26,0.2424,1.0,0.2836,8,112,120,Middle
9193,2012-01-23,Spring,2012,Januari,22,Senin,Workingday,mist,0.26,0.2424,1.0,0.2836,4,64,68,Middle
9194,2012-01-23,Spring,2012,Januari,23,Senin,Workingday,mist,0.28,0.2576,0.93,0.3284,2,35,37,Low
9195,2012-01-24,Spring,2012,Januari,0,Selasa,Workingday,mist,0.3,0.2879,1.0,0.2836,6,19,25,Low
9196,2012-01-24,Spring,2012,Januari,1,Selasa,Workingday,mist,0.32,0.303,0.93,0.2537,2,7,9,Low
9197,2012-01-24,Spring,2012,Januari,2,Selasa,Workingday,mist,0.32,0.303,0.93,0.2239,2,6,8,Low
9198,2012-01-24,Spring,2012,Januari,3,Selasa,Workingday,mist,0.32,0.3333,0.93,0.1343,0,3,3,Low
9199,2012-01-24,Spring,2012,Januari,4,Selasa,Workingday,mist,0.3,0.3182,1.0,0.0896,0,2,2,Low
9200,2012-01-24,Spring,2012,Januari,5,Selasa,Workingday,mist,0.3,0.3182,1.0,0.0896,0,26,26,Low
9201,2012-01-24,Spring,2012,Januari,6,Selasa,Workingday,mist,0.32,0.3182,0.93,0.194,1,88,89,Middle
9202,2012-01-24,Spring,2012,Januari,7,Selasa,Workingday,mist,0.32,0.3333,0.93,0.1343,11,221,232,Middle
9203,2012-01-24,Spring,2012,Januari,8,Selasa,Workingday,mist,0.32,0.3333,0.93,0.1343,11,479,490,High
9204,2012-01-24,Spring,2012,Januari,9,Selasa,Workingday,mist,0.32,0.3333,0.87,0.0896,11,244,255,Middle
9205,2012-01-24,Spring,2012,Januari,10,Selasa,Workingday,clear,0.32,0.3333,0.93,0.0896,23,93,116,Middle
9206,2012-01-24,Spring,2012,Januari,11,Selasa,Workingday,clear,0.34,0.3333,0.87,0.1343,30,123,153,Middle
9207,2012-01-24,Spring,2012,Januari,12,Selasa,Workingday,clear,0.34,0.3333,0.87,0.1642,25,150,175,Middle
9208,2012-01-24,Spring,2012,Januari,13,Selasa,Workingday,clear,0.34,0.3333,0.87,0.1642,33,170,203,Middle
9209,2012-01-24,Spring,2012,Januari,14,Selasa,Workingday,clear,0.36,0.3485,0.81,0.2239,35,138,173,Middle
9210,2012-01-24,Spring,2012,Januari,15,Selasa,Workingday,mist,0.4,0.4091,0.71,0.1642,52,156,208,Middle
9211,2012-01-24,Spring,2012,Januari,16,Selasa,Workingday,clear,0.4,0.4091,0.71,0.1343,35,243,278,Middle
9212,2012-01-24,Spring,2012,Januari,17,Selasa,Workingday,clear,0.42,0.4242,0.67,0.0896,41,474,515,High
9213,2012-01-24,Spring,2012,Januari,18,Selasa,Workingday,clear,0.4,0.4091,0.62,0.0896,32,391,423,High
9214,2012-01-24,Spring,2012,Januari,19,Selasa,Workingday,clear,0.44,0.4394,0.51,0.0896,20,311,331,High
9215,2012-01-24,Spring,2012,Januari,20,Selasa,Workingday,clear,0.32,0.3485,0.76,0.0,18,211,229,Middle
9216,2012-01-24,Spring,2012,Januari,21,Selasa,Workingday,clear,0.36,0.3788,0.71,0.0,18,154,172,Middle
9217,2012-01-24,Spring,2012,Januari,22,Selasa,Workingday,clear,0.32,0.3485,0.81,0.0,14,111,125,Middle
9218,2012-01-24,Spring,2012,Januari,23,Selasa,Workingday,clear,0.32,0.3485,0.76,0.0,19,80,99,Middle
9219,2012-01-25,Spring,2012,Januari,0,Rabu,Workingday,clear,0.26,0.303,0.93,0.0,6,25,31,Low
9220,2012-01-25,Spring,2012,Januari,1,Rabu,Workingday,clear,0.3,0.2879,0.7,0.2239,4,9,13,Low
9221,2012-01-25,Spring,2012,Januari,2,Rabu,Workingday,clear,0.28,0.2727,0.7,0.194,3,3,6,Low
9222,2012-01-25,Spring,2012,Januari,3,Rabu,Workingday,clear,0.26,0.2576,0.75,0.194,0,1,1,Low
9223,2012-01-25,Spring,2012,Januari,4,Rabu,Workingday,clear,0.26,0.2424,0.7,0.2836,0,4,4,Low
9224,2012-01-25,Spring,2012,Januari,5,Rabu,Workingday,clear,0.26,0.2424,0.7,0.2836,0,33,33,Low
9225,2012-01-25,Spring,2012,Januari,6,Rabu,Workingday,clear,0.24,0.2273,0.73,0.2239,1,87,88,Middle
9226,2012-01-25,Spring,2012,Januari,7,Rabu,Workingday,clear,0.24,0.2273,0.75,0.2239,14,243,257,Middle
9227,2012-01-25,Spring,2012,Januari,8,Rabu,Workingday,clear,0.24,0.2273,0.7,0.2537,18,495,513,High
9228,2012-01-25,Spring,2012,Januari,9,Rabu,Workingday,clear,0.24,0.2273,0.7,0.2537,18,218,236,Middle
9229,2012-01-25,Spring,2012,Januari,10,Rabu,Workingday,mist,0.26,0.2273,0.7,0.3284,30,111,141,Middle
9230,2012-01-25,Spring,2012,Januari,11,Rabu,Workingday,mist,0.3,0.2727,0.61,0.2985,52,105,157,Middle
9231,2012-01-25,Spring,2012,Januari,12,Rabu,Workingday,clear,0.32,0.3333,0.53,0.1343,46,147,193,Middle
9232,2012-01-25,Spring,2012,Januari,13,Rabu,Workingday,clear,0.34,0.3333,0.49,0.1343,63,149,212,Middle
9233,2012-01-25,Spring,2012,Januari,14,Rabu,Workingday,clear,0.34,0.3485,0.49,0.0896,53,107,160,Middle
9234,2012-01-25,Spring,2012,Januari,15,Rabu,Workingday,clear,0.36,0.3788,0.46,0.0,30,125,155,Middle
9235,2012-01-25,Spring,2012,Januari,16,Rabu,Workingday,clear,0.34,0.3333,0.53,0.1642,29,217,246,Middle
9236,2012-01-25,Spring,2012,Januari,17,Rabu,Workingday,clear,0.36,0.3485,0.53,0.1642,27,443,470,High
9237,2012-01-25,Spring,2012,Januari,18,Rabu,Workingday,clear,0.32,0.3333,0.66,0.1343,24,415,439,High
9238,2012-01-25,Spring,2012,Januari,19,Rabu,Workingday,mist,0.34,0.3636,0.53,0.0,5,311,316,High
9239,2012-01-25,Spring,2012,Januari,20,Rabu,Workingday,clear,0.32,0.3182,0.61,0.194,10,225,235,Middle
9240,2012-01-25,Spring,2012,Januari,21,Rabu,Workingday,clear,0.3,0.3333,0.65,0.0,19,166,185,Middle
9241,2012-01-25,Spring,2012,Januari,22,Rabu,Workingday,clear,0.3,0.3182,0.65,0.0896,12,101,113,Middle
9242,2012-01-25,Spring,2012,Januari,23,Rabu,Workingday,mist,0.28,0.3182,0.65,0.0,3,63,66,Middle
9243,2012-01-26,Spring,2012,Januari,0,Kamis,Workingday,mist,0.28,0.2879,0.75,0.1045,3,22,25,Low
9244,2012-01-26,Spring,2012,Januari,1,Kamis,Workingday,mist,0.28,0.3182,0.75,0.0,5,16,21,Low
9245,2012-01-26,Spring,2012,Januari,2,Kamis,Workingday,mist,0.28,0.2727,0.75,0.1642,1,6,7,Low
9246,2012-01-26,Spring,2012,Januari,3,Kamis,Workingday,mist,0.28,0.303,0.75,0.0896,1,5,6,Low
9247,2012-01-26,Spring,2012,Januari,4,Kamis,Workingday,clear,0.28,0.3182,0.75,0.0,0,3,3,Low
9248,2012-01-26,Spring,2012,Januari,5,Kamis,Workingday,mist,0.3,0.3182,0.75,0.1045,0,28,28,Low
9249,2012-01-26,Spring,2012,Januari,6,Kamis,Workingday,mist,0.28,0.3182,0.81,0.0,0,88,88,Middle
9250,2012-01-26,Spring,2012,Januari,7,Kamis,Workingday,mist,0.28,0.303,0.81,0.0896,11,228,239,Middle
9251,2012-01-26,Spring,2012,Januari,8,Kamis,Workingday,mist,0.28,0.303,0.81,0.0896,16,514,530,High
9252,2012-01-26,Spring,2012,Januari,9,Kamis,Workingday,mist,0.3,0.3333,0.81,0.0,18,256,274,Middle
9253,2012-01-26,Spring,2012,Januari,10,Kamis,Workingday,mist,0.3,0.303,0.81,0.1343,16,92,108,Middle
9254,2012-01-26,Spring,2012,Januari,11,Kamis,Workingday,mist,0.3,0.3182,0.87,0.1045,11,100,111,Middle
9255,2012-01-26,Spring,2012,Januari,12,Kamis,Workingday,mist,0.34,0.3333,0.81,0.1343,29,136,165,Middle
9256,2012-01-26,Spring,2012,Januari,13,Kamis,Workingday,mist,0.38,0.3939,0.71,0.0,17,156,173,Middle
9257,2012-01-26,Spring,2012,Januari,14,Kamis,Workingday,mist,0.4,0.4091,0.71,0.1045,16,112,128,Middle
9258,2012-01-26,Spring,2012,Januari,15,Kamis,Workingday,mist,0.42,0.4242,0.71,0.1045,22,142,164,Middle
9259,2012-01-26,Spring,2012,Januari,16,Kamis,Workingday,mist,0.4,0.4091,0.71,0.0896,15,209,224,Middle
9260,2012-01-26,Spring,2012,Januari,17,Kamis,Workingday,mist,0.42,0.4242,0.71,0.0,16,397,413,High
9261,2012-01-26,Spring,2012,Januari,18,Kamis,Workingday,mist,0.42,0.4242,0.71,0.0,12,394,406,High
9262,2012-01-26,Spring,2012,Januari,19,Kamis,Workingday,mist,0.4,0.4091,0.76,0.1045,11,302,313,High
9263,2012-01-26,Spring,2012,Januari,20,Kamis,Workingday,mist,0.4,0.4091,0.82,0.1343,8,216,224,Middle
9264,2012-01-26,Spring,2012,Januari,21,Kamis,Workingday,mist,0.4,0.4091,0.76,0.1045,8,184,192,Middle
9265,2012-01-26,Spring,2012,Januari,22,Kamis,Workingday,clear,0.38,0.3939,0.82,0.1045,3,139,142,Middle
9266,2012-01-26,Spring,2012,Januari,23,Kamis,Workingday,mist,0.4,0.4091,0.82,0.0,5,86,91,Middle
9267,2012-01-27,Spring,2012,Januari,0,Jumat,Workingday,mist,0.4,0.4091,0.82,0.2537,6,32,38,Low
9268,2012-01-27,Spring,2012,Januari,1,Jumat,Workingday,mist,0.4,0.4091,0.87,0.2239,6,23,29,Low
9269,2012-01-27,Spring,2012,Januari,2,Jumat,Workingday,clear,0.42,0.4242,0.94,0.1343,2,11,13,Low
9270,2012-01-27,Spring,2012,Januari,3,Jumat,Workingday,mist,0.42,0.4242,0.94,0.2836,3,5,8,Low
9271,2012-01-27,Spring,2012,Januari,4,Jumat,Workingday,mist,0.4,0.4091,1.0,0.2985,1,3,4,Low
9272,2012-01-27,Spring,2012,Januari,5,Jumat,Workingday,mist,0.42,0.4242,0.94,0.3284,0,24,24,Low
9273,2012-01-27,Spring,2012,Januari,6,Jumat,Workingday,mist,0.42,0.4242,1.0,0.3284,0,72,72,Middle
9274,2012-01-27,Spring,2012,Januari,7,Jumat,Workingday,mist,0.42,0.4242,1.0,0.2985,6,128,134,Middle
9275,2012-01-27,Spring,2012,Januari,8,Jumat,Workingday,light snow,0.5,0.4848,0.88,0.2836,14,206,220,Middle
9276,2012-01-27,Spring,2012,Januari,9,Jumat,Workingday,light snow,0.5,0.4848,0.88,0.2836,6,101,107,Middle
9277,2012-01-27,Spring,2012,Januari,10,Jumat,Workingday,light snow,0.48,0.4697,1.0,0.1642,9,117,126,Middle
9278,2012-01-27,Spring,2012,Januari,11,Jumat,Workingday,mist,0.48,0.4697,0.94,0.1343,10,95,105,Middle
9279,2012-01-27,Spring,2012,Januari,12,Jumat,Workingday,mist,0.5,0.4848,0.88,0.1642,25,155,180,Middle
9280,2012-01-27,Spring,2012,Januari,13,Jumat,Workingday,clear,0.5,0.4848,0.59,0.4627,26,175,201,Middle
9281,2012-01-27,Spring,2012,Januari,14,Jumat,Workingday,clear,0.5,0.4848,0.55,0.5522,23,153,176,Middle
9282,2012-01-27,Spring,2012,Januari,15,Jumat,Workingday,clear,0.48,0.4697,0.51,0.3284,27,170,197,Middle
9283,2012-01-27,Spring,2012,Januari,16,Jumat,Workingday,clear,0.44,0.4394,0.51,0.5522,26,241,267,Middle
9284,2012-01-27,Spring,2012,Januari,17,Jumat,Workingday,clear,0.42,0.4242,0.5,0.5821,16,406,422,High
9285,2012-01-27,Spring,2012,Januari,18,Jumat,Workingday,clear,0.4,0.4091,0.5,0.4925,20,363,383,High
9286,2012-01-27,Spring,2012,Januari,19,Jumat,Workingday,clear,0.36,0.3333,0.5,0.3881,10,241,251,Middle
9287,2012-01-27,Spring,2012,Januari,20,Jumat,Workingday,clear,0.34,0.303,0.53,0.3582,6,153,159,Middle
9288,2012-01-27,Spring,2012,Januari,21,Jumat,Workingday,clear,0.34,0.2879,0.53,0.5224,8,127,135,Middle
9289,2012-01-27,Spring,2012,Januari,22,Jumat,Workingday,clear,0.34,0.303,0.49,0.3881,11,108,119,Middle
9290,2012-01-27,Spring,2012,Januari,23,Jumat,Workingday,clear,0.32,0.2879,0.49,0.4179,8,78,86,Middle
9291,2012-01-28,Spring,2012,Januari,0,Sabtu,Holiday,clear,0.3,0.2879,0.52,0.2836,1,68,69,Middle
9292,2012-01-28,Spring,2012,Januari,1,Sabtu,Holiday,clear,0.3,0.303,0.52,0.1642,1,57,58,Middle
9293,2012-01-28,Spring,2012,Januari,2,Sabtu,Holiday,clear,0.26,0.303,0.6,0.0,3,38,41,Middle
9294,2012-01-28,Spring,2012,Januari,3,Sabtu,Holiday,clear,0.26,0.2879,0.6,0.0896,1,16,17,Low
9295,2012-01-28,Spring,2012,Januari,4,Sabtu,Holiday,clear,0.26,0.2576,0.6,0.1642,0,8,8,Low
9296,2012-01-28,Spring,2012,Januari,5,Sabtu,Holiday,clear,0.24,0.2576,0.75,0.0896,0,10,10,Low
9297,2012-01-28,Spring,2012,Januari,6,Sabtu,Holiday,clear,0.24,0.2879,0.7,0.0,3,12,15,Low
9298,2012-01-28,Spring,2012,Januari,7,Sabtu,Holiday,clear,0.22,0.2727,0.75,0.0,3,28,31,Low
9299,2012-01-28,Spring,2012,Januari,8,Sabtu,Holiday,clear,0.2,0.2273,0.8,0.0896,9,82,91,Middle
9300,2012-01-28,Spring,2012,Januari,9,Sabtu,Holiday,clear,0.22,0.2727,0.8,0.0,13,145,158,Middle
9301,2012-01-28,Spring,2012,Januari,10,Sabtu,Holiday,clear,0.26,0.2727,0.7,0.1343,27,164,191,Middle
9302,2012-01-28,Spring,2012,Januari,11,Sabtu,Holiday,clear,0.3,0.303,0.56,0.1343,55,241,296,High
9303,2012-01-28,Spring,2012,Januari,12,Sabtu,Holiday,clear,0.3,0.2879,0.61,0.2836,70,244,314,High
9304,2012-01-28,Spring,2012,Januari,13,Sabtu,Holiday,clear,0.34,0.3182,0.57,0.2537,80,293,373,High
9305,2012-01-28,Spring,2012,Januari,14,Sabtu,Holiday,clear,0.38,0.3939,0.5,0.3881,123,239,362,High
9306,2012-01-28,Spring,2012,Januari,15,Sabtu,Holiday,clear,0.4,0.4091,0.47,0.3284,90,320,410,High
9307,2012-01-28,Spring,2012,Januari,16,Sabtu,Holiday,clear,0.42,0.4242,0.44,0.3582,131,276,407,High
9308,2012-01-28,Spring,2012,Januari,17,Sabtu,Holiday,clear,0.42,0.4242,0.44,0.3881,57,233,290,High
9309,2012-01-28,Spring,2012,Januari,18,Sabtu,Holiday,clear,0.42,0.4242,0.41,0.2239,40,201,241,Middle
9310,2012-01-28,Spring,2012,Januari,19,Sabtu,Holiday,mist,0.42,0.4242,0.41,0.5522,33,173,206,Middle
9311,2012-01-28,Spring,2012,Januari,20,Sabtu,Holiday,clear,0.4,0.4091,0.35,0.3881,5,115,120,Middle
9312,2012-01-28,Spring,2012,Januari,21,Sabtu,Holiday,clear,0.36,0.3333,0.29,0.3582,18,109,127,Middle
9313,2012-01-28,Spring,2012,Januari,22,Sabtu,Holiday,clear,0.34,0.3333,0.34,0.194,6,97,103,Middle
9314,2012-01-28,Spring,2012,Januari,23,Sabtu,Holiday,clear,0.32,0.3182,0.31,0.194,6,79,85,Middle
9315,2012-01-29,Spring,2012,Januari,0,Minggu,Holiday,clear,0.3,0.2879,0.33,0.2239,15,81,96,Middle
9316,2012-01-29,Spring,2012,Januari,1,Minggu,Holiday,clear,0.3,0.2727,0.28,0.3582,5,68,73,Middle
9317,2012-01-29,Spring,2012,Januari,2,Minggu,Holiday,clear,0.28,0.2576,0.26,0.3284,3,48,51,Middle
9318,2012-01-29,Spring,2012,Januari,3,Minggu,Holiday,clear,0.26,0.2576,0.28,0.194,4,17,21,Low
9319,2012-01-29,Spring,2012,Januari,4,Minggu,Holiday,clear,0.24,0.2576,0.3,0.0,0,5,5,Low
9320,2012-01-29,Spring,2012,Januari,5,Minggu,Holiday,clear,0.2,0.2121,0.51,0.1343,1,6,7,Low
9321,2012-01-29,Spring,2012,Januari,6,Minggu,Holiday,clear,0.2,0.2273,0.4,0.1045,1,4,5,Low
9322,2012-01-29,Spring,2012,Januari,7,Minggu,Holiday,clear,0.2,0.2121,0.37,0.1343,0,12,12,Low
9323,2012-01-29,Spring,2012,Januari,8,Minggu,Holiday,clear,0.18,0.197,0.4,0.1343,9,61,70,Middle
9324,2012-01-29,Spring,2012,Januari,9,Minggu,Holiday,clear,0.18,0.197,0.43,0.1343,13,98,111,Middle
9325,2012-01-29,Spring,2012,Januari,10,Minggu,Holiday,clear,0.24,0.2424,0.35,0.1343,38,153,191,Middle
9326,2012-01-29,Spring,2012,Januari,11,Minggu,Holiday,clear,0.28,0.2727,0.28,0.2239,57,198,255,Middle
9327,2012-01-29,Spring,2012,Januari,12,Minggu,Holiday,clear,0.32,0.303,0.26,0.2239,73,215,288,High
9328,2012-01-29,Spring,2012,Januari,13,Minggu,Holiday,clear,0.32,0.303,0.26,0.2239,78,238,316,High
9329,2012-01-29,Spring,2012,Januari,14,Minggu,Holiday,clear,0.32,0.303,0.26,0.2537,51,229,280,Middle
9330,2012-01-29,Spring,2012,Januari,15,Minggu,Holiday,clear,0.36,0.3333,0.25,0.2836,68,242,310,High
9331,2012-01-29,Spring,2012,Januari,16,Minggu,Holiday,clear,0.36,0.3333,0.21,0.4179,54,268,322,High
9332,2012-01-29,Spring,2012,Januari,17,Minggu,Holiday,clear,0.36,0.3333,0.21,0.4179,33,201,234,Middle
9333,2012-01-29,Spring,2012,Januari,18,Minggu,Holiday,clear,0.34,0.303,0.23,0.3582,17,151,168,Middle
9334,2012-01-29,Spring,2012,Januari,19,Minggu,Holiday,clear,0.32,0.303,0.29,0.2537,14,145,159,Middle
9335,2012-01-29,Spring,2012,Januari,20,Minggu,Holiday,clear,0.3,0.2879,0.39,0.2239,13,98,111,Middle
9336,2012-01-29,Spring,2012,Januari,21,Minggu,Holiday,clear,0.3,0.2879,0.33,0.2836,0,69,69,Middle
9337,2012-01-29,Spring,2012,Januari,22,Minggu,Holiday,clear,0.32,0.2879,0.26,0.3881,7,57,64,Middle
9338,2012-01-29,Spring,2012,Januari,23,Minggu,Holiday,clear,0.3,0.2727,0.33,0.3284,4,21,25,Low
9339,2012-01-30,Spring,2012,Januari,0,Senin,Workingday,mist,0.32,0.2879,0.26,0.4179,0,10,10,Low
9340,2012-01-30,Spring,2012,Januari,1,Senin,Workingday,clear,0.26,0.2273,0.6,0.3582,0,9,9,Low
9341,2012-01-30,Spring,2012,Januari,2,Senin,Workingday,clear,0.24,0.2121,0.48,0.3582,1,6,7,Low
